upn,sparams,fexp,itag,ip,sver,expire,mime,mainurl,key,urlstream,id,nh,mt,mm,requiressl,ratebypass,source,mv,ms,signature,dur,initcwndbps
,,,,,,,,,,http://r2---sn-uxap5nvoxg5-j2ie.googlevideo.com/videoplayback?mm=31&id=o-ANuWd9xRlx7kC2Bc_sAUrIRD1itH2p9wUij6VyhFhwiH&upn=-n32H3q27pk&ip=122.52.71.93&sparams=cwbhb%2Cdur%2Cid%2Cinitcwndbps%2Cip%2Cipbits%2Citag%2Cmime%2Cmm%2Cms%2Cmv%2Cpl%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&fexp=904732%2C9406841%2C9408081%2C9408142%2C9408214%2C9408707%2C9408710%2C9409172%2C9412520%2C9413141%2C945137%2C948124%2C952612%2C952637%2C952641%2C952642&mt=1431487403&ms=au&ipbits=0&initcwndbps=135000&cwbhb=yes&signature=DD9C83DA2A46DFF58A0613AAEAE8B8DD4BEFA7A8.2212E9584FD70C5972FD821A0E364FB80D214AD3&sver=3&ratebypass=yes&expire=1431509096&mime=video%2Fmp4&itag=18&pl=25&dur=2619.953&source=youtube&key=yt5,,,,,,,,,,,,
